"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","georeference"
"2025-03-31T18:00:00.000","subway","195","Ozone Park-Lefferts Blvd (A)","Queens","omny","OMNY - Students","4.0","2.0","40.68595","-73.8258","POINT (-73.8258 40.68595)"
"2025-03-31T18:00:00.000","subway","196","Aqueduct Racetrack (A)","Queens","metrocard","Metrocard - Fair Fare","3.0","0.0","40.672096","-73.83592","POINT (-73.83592 40.672096)"
"2025-03-31T18:00:00.000","subway","196","Aqueduct Racetrack (A)","Queens","metrocard","Metrocard - Full Fare","4.0","0.0","40.672096","-73.83592","POINT (-73.83592 40.672096)"
"2025-03-31T18:00:00.000","subway","196","Aqueduct Racetrack (A)","Queens","metrocard","Metrocard - Other","2.0","0.0","40.672096","-73.83592","POINT (-73.83592 40.672096)"
"2025-03-31T18:00:00.000","subway","196","Aqueduct Racetrack (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","3.0","0.0","40.672096","-73.83592","POINT (-73.83592 40.672096)"
"2025-03-31T18:00:00.000","subway","196","Aqueduct Racetrack (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","1.0","0.0","40.672096","-73.83592","POINT (-73.83592 40.672096)"
"2025-03-31T18:00:00.000","subway","196","Aqueduct Racetrack (A)","Queens","omny","OMNY - Full Fare","5.0","0.0","40.672096","-73.83592","POINT (-73.83592 40.672096)"
"2025-03-31T18:00:00.000","subway","196","Aqueduct Racetrack (A)","Queens","omny","OMNY - Seniors & Disability","6.0","0.0","40.672096","-73.83592","POINT (-73.83592 40.672096)"
"2025-03-31T18:00:00.000","subway","197","Aqueduct-N Conduit Av (A)","Queens","metrocard","Metrocard - Fair Fare","1.0","0.0","40.668236","-73.83406","POINT (-73.83406 40.668236)"
"2025-03-31T18:00:00.000","subway","197","Aqueduct-N Conduit Av (A)","Queens","metrocard","Metrocard - Full Fare","2.0","0.0","40.668236","-73.83406","POINT (-73.83406 40.668236)"
"2025-03-31T18:00:00.000","subway","197","Aqueduct-N Conduit Av (A)","Queens","metrocard","Metrocard - Unlimited 30-Day","4.0","0.0","40.668236","-73.83406","POINT (-73.83406 40.668236)"
"2025-03-31T18:00:00.000","subway","197","Aqueduct-N Conduit Av (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","1.0","0.0","40.668236","-73.83406","POINT (-73.83406 40.668236)"
"2025-03-31T18:00:00.000","subway","197","Aqueduct-N Conduit Av (A)","Queens","omny","OMNY - Full Fare","2.0","0.0","40.668236","-73.83406","POINT (-73.83406 40.668236)"
"2025-03-31T18:00:00.000","subway","197","Aqueduct-N Conduit Av (A)","Queens","omny","OMNY - Students","1.0","0.0","40.668236","-73.83406","POINT (-73.83406 40.668236)"
